Bayesian optimization of sru starts
-------------------------------------------------------------------
1回目
{'dropout': 0.9855760506615988, 'clip': 7.070732643474399, 'weight_decay': 0.0003000320019508965, 'l_rate': 0.04315845980687884}
EPOCH:: 36, (57m 32s) train_cost: 2.303, test_cost: 2.305, train_acc: 0.110, test_acc: 0.103
EPOCH:: 37, (59m 8s) train_cost: 2.303, test_cost: 2.303, train_acc: 0.109, test_acc: 0.110
EPOCH:: 38, (60m 42s) train_cost: 2.303, test_cost: 2.302, train_acc: 0.109, test_acc: 0.105
EPOCH:: 39, (62m 16s) train_cost: 2.303, test_cost: 2.306, train_acc: 0.109, test_acc: 0.102
EPOCH:: 40, (63m 49s) train_cost: 2.304, test_cost: 2.304, train_acc: 0.107, test_acc: 0.110
EPOCH:: 41, (65m 22s) train_cost: 2.303, test_cost: 2.303, train_acc: 0.107, test_acc: 0.098
EPOCH:: 42, (66m 56s) train_cost: 2.303, test_cost: 2.303, train_acc: 0.111, test_acc: 0.103
EPOCH:: 43, (68m 30s) train_cost: 2.304, test_cost: 2.303, train_acc: 0.107, test_acc: 0.103
EPOCH:: 44, (70m 5s) train_cost: 2.303, test_cost: 2.302, train_acc: 0.107, test_acc: 0.110
EPOCH:: 45, (71m 37s) train_cost: 2.303, test_cost: 2.303, train_acc: 0.109, test_acc: 0.105
EPOCH:: 46, (73m 10s) train_cost: 2.303, test_cost: 2.304, train_acc: 0.109, test_acc: 0.103
EPOCH:: 47, (74m 41s) train_cost: 2.303, test_cost: 2.305, train_acc: 0.109, test_acc: 0.103
EPOCH:: 48, (76m 16s) train_cost: 2.303, test_cost: 2.304, train_acc: 0.109, test_acc: 0.088
EPOCH:: 49, (77m 54s) train_cost: 2.303, test_cost: 2.305, train_acc: 0.107, test_acc: 0.095
EPOCH:: 50, (79m 32s) train_cost: 2.304, test_cost: 2.304, train_acc: 0.107, test_acc: 0.110
max test_acc: 0.110
-------------------------------------------------------------------
6回目
{'dropout': 0.7281811891811246, 'clip': 17.380962431598327, 'weight_decay': 3.9473232493735065e-05, 'l_rate': 0.0005174277555790016}
EPOCH:: 1, (1m 35s) train_cost: 2.015, test_cost: 1.465, train_acc: 0.141, test_acc: 0.196
EPOCH:: 2, (3m 12s) train_cost: 1.541, test_cost: 1.327, train_acc: 0.172, test_acc: 0.165
EPOCH:: 3, (4m 47s) train_cost: 1.268, test_cost: 1.035, train_acc: 0.104, test_acc: 0.128
EPOCH:: 4, (6m 20s) train_cost: 1.179, test_cost: 1.166, train_acc: 0.106, test_acc: 0.099
EPOCH:: 5, (7m 53s) train_cost: 1.084, test_cost: 0.860, train_acc: 0.114, test_acc: 0.196
EPOCH:: 6, (9m 31s) train_cost: 0.899, test_cost: 0.693, train_acc: 0.190, test_acc: 0.084
EPOCH:: 7, (11m 8s) train_cost: 0.758, test_cost: 0.681, train_acc: 0.160, test_acc: 0.152
EPOCH:: 8, (12m 47s) train_cost: 0.743, test_cost: 0.588, train_acc: 0.143, test_acc: 0.044
EPOCH:: 9, (14m 27s) train_cost: 0.661, test_cost: 0.557, train_acc: 0.022, test_acc: 0.047
EPOCH:: 10, (16m 0s) train_cost: 0.593, test_cost: 0.492, train_acc: 0.051, test_acc: 0.075
EPOCH:: 11, (17m 32s) train_cost: 0.608, test_cost: 0.497, train_acc: 0.055, test_acc: 0.070
EPOCH:: 12, (19m 3s) train_cost: 0.567, test_cost: 0.491, train_acc: 0.055, test_acc: 0.081
EPOCH:: 13, (20m 36s) train_cost: 0.539, test_cost: 0.444, train_acc: 0.065, test_acc: 0.094
EPOCH:: 14, (22m 8s) train_cost: 0.544, test_cost: 0.439, train_acc: 0.064, test_acc: 0.093
EPOCH:: 15, (23m 41s) train_cost: 0.481, test_cost: 0.402, train_acc: 0.084, test_acc: 0.102
EPOCH:: 16, (25m 13s) train_cost: 0.460, test_cost: 0.437, train_acc: 0.090, test_acc: 0.099
EPOCH:: 17, (26m 47s) train_cost: 0.557, test_cost: 1.097, train_acc: 0.085, test_acc: 0.049
EPOCH:: 18, (28m 17s) train_cost: 0.649, test_cost: 0.435, train_acc: 0.089, test_acc: 0.095
EPOCH:: 19, (29m 48s) train_cost: 0.465, test_cost: 0.392, train_acc: 0.089, test_acc: 0.112
EPOCH:: 20, (31m 19s) train_cost: 0.431, test_cost: 0.391, train_acc: 0.100, test_acc: 0.105
EPOCH:: 21, (32m 52s) train_cost: 0.407, test_cost: 0.352, train_acc: 0.107, test_acc: 0.121
EPOCH:: 22, (34m 24s) train_cost: 0.397, test_cost: 0.361, train_acc: 0.110, test_acc: 0.119
EPOCH:: 23, (35m 56s) train_cost: 0.375, test_cost: 0.345, train_acc: 0.117, test_acc: 0.118
EPOCH:: 24, (37m 28s) train_cost: 0.383, test_cost: 0.352, train_acc: 0.115, test_acc: 0.123
EPOCH:: 25, (39m 0s) train_cost: 0.366, test_cost: 0.342, train_acc: 0.121, test_acc: 0.110
EPOCH:: 26, (40m 32s) train_cost: 0.366, test_cost: 0.605, train_acc: 0.127, test_acc: 0.059
EPOCH:: 27, (42m 5s) train_cost: 0.420, test_cost: 0.318, train_acc: 0.104, test_acc: 0.133
EPOCH:: 28, (43m 38s) train_cost: 0.336, test_cost: 0.302, train_acc: 0.131, test_acc: 0.138
EPOCH:: 29, (45m 10s) train_cost: 0.342, test_cost: 0.299, train_acc: 0.131, test_acc: 0.143
EPOCH:: 30, (46m 44s) train_cost: 0.340, test_cost: 0.320, train_acc: 0.132, test_acc: 0.137
EPOCH:: 31, (48m 17s) train_cost: 0.324, test_cost: 0.290, train_acc: 0.137, test_acc: 0.149
EPOCH:: 32, (49m 55s) train_cost: 0.316, test_cost: 0.287, train_acc: 0.143, test_acc: 0.144
EPOCH:: 33, (51m 36s) train_cost: 0.313, test_cost: 0.280, train_acc: 0.143, test_acc: 0.152
EPOCH:: 34, (53m 15s) train_cost: 0.310, test_cost: 0.300, train_acc: 0.144, test_acc: 0.149
EPOCH:: 35, (54m 55s) train_cost: 0.307, test_cost: 0.274, train_acc: 0.147, test_acc: 0.152
EPOCH:: 36, (56m 33s) train_cost: 0.302, test_cost: 0.281, train_acc: 0.149, test_acc: 0.152
EPOCH:: 37, (58m 6s) train_cost: 0.299, test_cost: 0.284, train_acc: 0.150, test_acc: 0.148
EPOCH:: 38, (59m 40s) train_cost: 0.290, test_cost: 0.280, train_acc: 0.156, test_acc: 0.153
EPOCH:: 39, (61m 13s) train_cost: 0.282, test_cost: 0.251, train_acc: 0.159, test_acc: 0.161
EPOCH:: 40, (62m 46s) train_cost: 0.284, test_cost: 0.252, train_acc: 0.159, test_acc: 0.166
EPOCH:: 41, (64m 19s) train_cost: 0.281, test_cost: 0.257, train_acc: 0.160, test_acc: 0.163
EPOCH:: 42, (65m 53s) train_cost: 0.286, test_cost: 0.287, train_acc: 0.159, test_acc: 0.151
EPOCH:: 43, (67m 27s) train_cost: 0.289, test_cost: 0.247, train_acc: 0.158, test_acc: 0.165
EPOCH:: 44, (68m 59s) train_cost: 0.271, test_cost: 0.256, train_acc: 0.164, test_acc: 0.169
EPOCH:: 45, (70m 34s) train_cost: 0.261, test_cost: 0.246, train_acc: 0.168, test_acc: 0.167
EPOCH:: 46, (72m 8s) train_cost: 0.257, test_cost: 0.231, train_acc: 0.169, test_acc: 0.174
EPOCH:: 47, (73m 41s) train_cost: 0.261, test_cost: 0.224, train_acc: 0.168, test_acc: 0.176
EPOCH:: 48, (75m 16s) train_cost: 0.258, test_cost: 0.241, train_acc: 0.169, test_acc: 0.172
EPOCH:: 49, (76m 50s) train_cost: 0.250, test_cost: 0.233, train_acc: 0.171, test_acc: 0.172
EPOCH:: 50, (78m 23s) train_cost: 0.245, test_cost: 0.231, train_acc: 0.173, test_acc: 0.176
max test_acc: 0.196
-------------------------------------------------------------------
7回目
{'dropout': 0.7334067033728837, 'clip': 129.24745005133934, 'weight_decay': 0.005018275452923839, 'l_rate': 0.9159811793584357}
EPOCH:: 1, (1m 33s) train_cost: 2.332, test_cost: 2.312, train_acc: 0.102, test_acc: 0.103
EPOCH:: 2, (3m 6s) train_cost: 2.312, test_cost: 2.323, train_acc: 0.100, test_acc: 0.102
EPOCH:: 3, (4m 39s) train_cost: 2.312, test_cost: 2.308, train_acc: 0.104, test_acc: 0.097
EPOCH:: 4, (6m 12s) train_cost: 2.312, test_cost: 2.308, train_acc: 0.103, test_acc: 0.105
EPOCH:: 5, (7m 50s) train_cost: 2.312, test_cost: 2.315, train_acc: 0.105, test_acc: 0.103
EPOCH:: 6, (9m 29s) train_cost: 2.311, test_cost: 2.307, train_acc: 0.102, test_acc: 0.110
EPOCH:: 7, (11m 8s) train_cost: 2.312, test_cost: 2.312, train_acc: 0.103, test_acc: 0.103
EPOCH:: 8, (12m 47s) train_cost: 2.316, test_cost: 2.314, train_acc: 0.102, test_acc: 0.088
EPOCH:: 9, (14m 21s) train_cost: 2.310, test_cost: 2.310, train_acc: 0.103, test_acc: 0.103
EPOCH:: 10, (15m 53s) train_cost: 2.314, test_cost: 2.312, train_acc: 0.106, test_acc: 0.110
EPOCH:: 11, (17m 26s) train_cost: 2.314, test_cost: 2.309, train_acc: 0.103, test_acc: 0.102
EPOCH:: 12, (18m 57s) train_cost: 2.312, test_cost: 2.319, train_acc: 0.107, test_acc: 0.110
EPOCH:: 13, (20m 28s) train_cost: 2.311, test_cost: 2.311, train_acc: 0.104, test_acc: 0.097
EPOCH:: 14, (21m 59s) train_cost: 2.312, test_cost: 2.309, train_acc: 0.099, test_acc: 0.110
EPOCH:: 15, (23m 31s) train_cost: 2.312, test_cost: 2.307, train_acc: 0.103, test_acc: 0.097
EPOCH:: 16, (25m 4s) train_cost: 2.312, test_cost: 2.309, train_acc: 0.100, test_acc: 0.105
EPOCH:: 17, (26m 36s) train_cost: 2.313, test_cost: 2.307, train_acc: 0.100, test_acc: 0.103
EPOCH:: 18, (28m 8s) train_cost: 2.311, test_cost: 2.308, train_acc: 0.105, test_acc: 0.095
EPOCH:: 19, (29m 41s) train_cost: 2.315, test_cost: 2.308, train_acc: 0.102, test_acc: 0.105
EPOCH:: 20, (31m 13s) train_cost: 2.310, test_cost: 2.307, train_acc: 0.101, test_acc: 0.110
EPOCH:: 21, (32m 46s) train_cost: 2.314, test_cost: 2.323, train_acc: 0.100, test_acc: 0.105
EPOCH:: 22, (34m 17s) train_cost: 2.316, test_cost: 2.311, train_acc: 0.101, test_acc: 0.110
EPOCH:: 23, (35m 50s) train_cost: 2.319, test_cost: 2.330, train_acc: 0.103, test_acc: 0.103
EPOCH:: 24, (37m 23s) train_cost: 2.315, test_cost: 2.314, train_acc: 0.104, test_acc: 0.103
EPOCH:: 25, (38m 54s) train_cost: 2.313, test_cost: 2.312, train_acc: 0.101, test_acc: 0.095
EPOCH:: 26, (40m 27s) train_cost: 2.318, test_cost: 2.330, train_acc: 0.103, test_acc: 0.088
EPOCH:: 27, (42m 0s) train_cost: 2.313, test_cost: 2.307, train_acc: 0.101, test_acc: 0.103
EPOCH:: 28, (43m 33s) train_cost: 2.311, test_cost: 2.305, train_acc: 0.105, test_acc: 0.105
EPOCH:: 29, (45m 14s) train_cost: 2.309, test_cost: 2.308, train_acc: 0.105, test_acc: 0.097
EPOCH:: 30, (46m 55s) train_cost: 2.310, test_cost: 2.312, train_acc: 0.106, test_acc: 0.110
EPOCH:: 31, (48m 34s) train_cost: 2.311, test_cost: 2.316, train_acc: 0.106, test_acc: 0.103
EPOCH:: 32, (50m 13s) train_cost: 2.316, test_cost: 2.307, train_acc: 0.102, test_acc: 0.098
EPOCH:: 33, (51m 49s) train_cost: 2.312, test_cost: 2.308, train_acc: 0.102, test_acc: 0.110
EPOCH:: 34, (53m 21s) train_cost: 2.311, test_cost: 2.310, train_acc: 0.107, test_acc: 0.110
EPOCH:: 35, (54m 53s) train_cost: 2.313, test_cost: 2.310, train_acc: 0.102, test_acc: 0.097
EPOCH:: 36, (56m 24s) train_cost: 2.313, test_cost: 2.319, train_acc: 0.109, test_acc: 0.098
EPOCH:: 37, (57m 57s) train_cost: 2.313, test_cost: 2.310, train_acc: 0.101, test_acc: 0.100
EPOCH:: 38, (59m 28s) train_cost: 2.310, test_cost: 2.312, train_acc: 0.105, test_acc: 0.095
EPOCH:: 39, (61m 2s) train_cost: 2.316, test_cost: 2.311, train_acc: 0.103, test_acc: 0.100
EPOCH:: 40, (62m 34s) train_cost: 2.316, test_cost: 2.306, train_acc: 0.104, test_acc: 0.097
EPOCH:: 41, (64m 6s) train_cost: 2.315, test_cost: 2.312, train_acc: 0.103, test_acc: 0.105
EPOCH:: 42, (65m 38s) train_cost: 2.313, test_cost: 2.312, train_acc: 0.105, test_acc: 0.102
EPOCH:: 43, (67m 10s) train_cost: 2.314, test_cost: 2.312, train_acc: 0.104, test_acc: 0.097
EPOCH:: 44, (68m 42s) train_cost: 2.312, test_cost: 2.350, train_acc: 0.104, test_acc: 0.097
EPOCH:: 45, (70m 15s) train_cost: 2.318, test_cost: 2.311, train_acc: 0.100, test_acc: 0.105
EPOCH:: 46, (71m 47s) train_cost: 2.314, test_cost: 2.308, train_acc: 0.103, test_acc: 0.103
EPOCH:: 47, (73m 17s) train_cost: 2.312, test_cost: 2.315, train_acc: 0.101, test_acc: 0.103
EPOCH:: 48, (74m 49s) train_cost: 2.311, test_cost: 2.308, train_acc: 0.102, test_acc: 0.105
EPOCH:: 49, (76m 22s) train_cost: 2.313, test_cost: 2.313, train_acc: 0.105, test_acc: 0.110
EPOCH:: 50, (77m 59s) train_cost: 2.322, test_cost: 2.314, train_acc: 0.102, test_acc: 0.103
max test_acc: 0.110
-------------------------------------------------------------------
8回目
{'dropout': 0.4268824866535219, 'clip': 6.314145141745589, 'weight_decay': 0.014080700178167906, 'l_rate': 0.08764410381062808}
EPOCH:: 1, (1m 38s) train_cost: 2.309, test_cost: 2.303, train_acc: 0.108, test_acc: 0.110
EPOCH:: 2, (3m 18s) train_cost: 2.303, test_cost: 2.302, train_acc: 0.107, test_acc: 0.110
EPOCH:: 3, (4m 56s) train_cost: 2.302, test_cost: 2.302, train_acc: 0.110, test_acc: 0.110
EPOCH:: 4, (6m 31s) train_cost: 2.303, test_cost: 2.302, train_acc: 0.107, test_acc: 0.110
EPOCH:: 5, (8m 3s) train_cost: 2.302, test_cost: 2.304, train_acc: 0.108, test_acc: 0.110
EPOCH:: 6, (9m 35s) train_cost: 2.302, test_cost: 2.303, train_acc: 0.110, test_acc: 0.097
EPOCH:: 7, (11m 8s) train_cost: 2.302, test_cost: 2.302, train_acc: 0.110, test_acc: 0.105
EPOCH:: 8, (12m 42s) train_cost: 2.303, test_cost: 2.303, train_acc: 0.108, test_acc: 0.110
EPOCH:: 9, (14m 15s) train_cost: 2.302, test_cost: 2.302, train_acc: 0.111, test_acc: 0.105
EPOCH:: 10, (15m 49s) train_cost: 2.303, test_cost: 2.303, train_acc: 0.110, test_acc: 0.103
EPOCH:: 11, (17m 22s) train_cost: 2.303, test_cost: 2.303, train_acc: 0.110, test_acc: 0.103
EPOCH:: 12, (18m 56s) train_cost: 2.303, test_cost: 2.304, train_acc: 0.107, test_acc: 0.103
EPOCH:: 13, (20m 28s) train_cost: 2.303, test_cost: 2.302, train_acc: 0.106, test_acc: 0.095
EPOCH:: 14, (22m 2s) train_cost: 2.303, test_cost: 2.305, train_acc: 0.107, test_acc: 0.105
EPOCH:: 15, (23m 38s) train_cost: 2.303, test_cost: 2.302, train_acc: 0.109, test_acc: 0.110
EPOCH:: 16, (25m 15s) train_cost: 2.302, test_cost: 2.303, train_acc: 0.109, test_acc: 0.110
EPOCH:: 17, (26m 53s) train_cost: 2.302, test_cost: 2.304, train_acc: 0.113, test_acc: 0.105
EPOCH:: 18, (28m 33s) train_cost: 2.303, test_cost: 2.304, train_acc: 0.109, test_acc: 0.110
EPOCH:: 19, (30m 14s) train_cost: 2.303, test_cost: 2.303, train_acc: 0.105, test_acc: 0.103
EPOCH:: 20, (31m 49s) train_cost: 2.303, test_cost: 2.302, train_acc: 0.109, test_acc: 0.105
EPOCH:: 21, (33m 24s) train_cost: 2.303, test_cost: 2.303, train_acc: 0.110, test_acc: 0.110
EPOCH:: 22, (34m 57s) train_cost: 2.303, test_cost: 2.304, train_acc: 0.110, test_acc: 0.095
EPOCH:: 23, (36m 30s) train_cost: 2.303, test_cost: 2.304, train_acc: 0.109, test_acc: 0.110
EPOCH:: 24, (38m 3s) train_cost: 2.303, test_cost: 2.305, train_acc: 0.111, test_acc: 0.110
EPOCH:: 25, (39m 43s) train_cost: 2.303, test_cost: 2.302, train_acc: 0.109, test_acc: 0.105
EPOCH:: 26, (41m 20s) train_cost: 2.303, test_cost: 2.302, train_acc: 0.108, test_acc: 0.110
EPOCH:: 27, (42m 58s) train_cost: 2.302, test_cost: 2.302, train_acc: 0.111, test_acc: 0.110
EPOCH:: 28, (44m 36s) train_cost: 2.303, test_cost: 2.304, train_acc: 0.110, test_acc: 0.110
EPOCH:: 29, (46m 15s) train_cost: 2.303, test_cost: 2.302, train_acc: 0.111, test_acc: 0.110
EPOCH:: 30, (47m 48s) train_cost: 2.303, test_cost: 2.303, train_acc: 0.109, test_acc: 0.110
EPOCH:: 31, (49m 22s) train_cost: 2.303, test_cost: 2.306, train_acc: 0.109, test_acc: 0.110
EPOCH:: 32, (50m 57s) train_cost: 2.303, test_cost: 2.302, train_acc: 0.108, test_acc: 0.110
EPOCH:: 33, (52m 31s) train_cost: 2.302, test_cost: 2.304, train_acc: 0.110, test_acc: 0.105
EPOCH:: 34, (54m 5s) train_cost: 2.303, test_cost: 2.303, train_acc: 0.111, test_acc: 0.110
EPOCH:: 35, (55m 40s) train_cost: 2.303, test_cost: 2.302, train_acc: 0.109, test_acc: 0.110
EPOCH:: 36, (57m 15s) train_cost: 2.302, test_cost: 2.304, train_acc: 0.109, test_acc: 0.103
EPOCH:: 37, (58m 50s) train_cost: 2.303, test_cost: 2.303, train_acc: 0.109, test_acc: 0.110
EPOCH:: 38, (60m 24s) train_cost: 2.303, test_cost: 2.302, train_acc: 0.110, test_acc: 0.110
EPOCH:: 39, (61m 57s) train_cost: 2.303, test_cost: 2.305, train_acc: 0.109, test_acc: 0.110
EPOCH:: 40, (63m 32s) train_cost: 2.303, test_cost: 2.303, train_acc: 0.109, test_acc: 0.105
EPOCH:: 41, (65m 7s) train_cost: 2.303, test_cost: 2.302, train_acc: 0.108, test_acc: 0.098
EPOCH:: 42, (66m 43s) train_cost: 2.302, test_cost: 2.303, train_acc: 0.112, test_acc: 0.103
EPOCH:: 43, (68m 17s) train_cost: 2.303, test_cost: 2.302, train_acc: 0.107, test_acc: 0.103
EPOCH:: 44, (69m 50s) train_cost: 2.302, test_cost: 2.302, train_acc: 0.108, test_acc: 0.110
EPOCH:: 45, (71m 25s) train_cost: 2.302, test_cost: 2.302, train_acc: 0.111, test_acc: 0.110
EPOCH:: 46, (72m 59s) train_cost: 2.302, test_cost: 2.303, train_acc: 0.109, test_acc: 0.103
EPOCH:: 47, (74m 35s) train_cost: 2.303, test_cost: 2.303, train_acc: 0.109, test_acc: 0.110
EPOCH:: 48, (76m 14s) train_cost: 2.303, test_cost: 2.303, train_acc: 0.109, test_acc: 0.103
EPOCH:: 49, (77m 51s) train_cost: 2.303, test_cost: 2.304, train_acc: 0.108, test_acc: 0.110
EPOCH:: 50, (79m 28s) train_cost: 2.303, test_cost: 2.303, train_acc: 0.108, test_acc: 0.110
max test_acc: 0.110
-------------------------------------------------------------------
9回目
{'dropout': 0.7217773579860346, 'clip': 1.3138340431830906, 'weight_decay': 0.00036482687621163537, 'l_rate': 0.008824620438849533}
EPOCH:: 1, (1m 37s) train_cost: 2.302, test_cost: 2.301, train_acc: 0.112, test_acc: 0.110
EPOCH:: 2, (3m 9s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 3, (4m 41s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 4, (6m 10s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 5, (7m 40s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 6, (9m 11s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 7, (10m 41s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 8, (12m 12s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 9, (13m 43s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 10, (15m 14s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 11, (16m 44s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 12, (18m 14s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 13, (19m 46s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 14, (21m 16s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 15, (22m 44s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 16, (24m 14s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 17, (25m 44s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 18, (27m 18s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 19, (28m 54s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 20, (30m 29s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 21, (32m 3s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 22, (33m 38s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 23, (35m 7s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 24, (36m 36s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 25, (38m 6s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 26, (39m 35s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 27, (41m 6s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 28, (42m 37s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 29, (44m 7s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 30, (45m 38s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 31, (47m 8s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 32, (48m 38s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 33, (50m 9s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 34, (51m 38s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.114, test_acc: 0.110
EPOCH:: 35, (53m 8s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 36, (54m 37s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 37, (56m 7s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 38, (57m 38s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 39, (59m 13s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 40, (60m 48s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 41, (62m 23s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 42, (63m 57s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 43, (65m 32s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 44, (67m 2s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
EPOCH:: 45, (68m 31s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 46, (70m 2s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 47, (71m 32s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 48, (73m 1s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 49, (74m 30s) train_cost: 2.301, test_cost: 2.301, train_acc: 0.113, test_acc: 0.110
EPOCH:: 50, (76m 0s) train_cost: 2.301, test_cost: 2.302, train_acc: 0.113, test_acc: 0.110
max test_acc: 0.110
-------------------------------------------------------------------
10回目
{'dropout': 0.7934820460664539, 'clip': 11320.26690955919, 'weight_decay': 1.2832057514203078e-05, 'l_rate': 0.3540653347584405}
EPOCH:: 1, (1m 30s) train_cost: 2.309, test_cost: 2.303, train_acc: 0.108, test_acc: 0.103
EPOCH:: 2, (3m 2s) train_cost: 2.307, test_cost: 2.305, train_acc: 0.105, test_acc: 0.103
EPOCH:: 3, (4m 32s) train_cost: 2.306, test_cost: 2.306, train_acc: 0.106, test_acc: 0.103
EPOCH:: 4, (6m 2s) train_cost: 2.308, test_cost: 2.304, train_acc: 0.102, test_acc: 0.110
EPOCH:: 5, (7m 33s) train_cost: 2.308, test_cost: 2.305, train_acc: 0.104, test_acc: 0.095
EPOCH:: 6, (9m 2s) train_cost: 2.305, test_cost: 2.308, train_acc: 0.105, test_acc: 0.110
EPOCH:: 7, (10m 31s) train_cost: 2.307, test_cost: 2.303, train_acc: 0.105, test_acc: 0.103
EPOCH:: 8, (12m 1s) train_cost: 2.307, test_cost: 2.309, train_acc: 0.103, test_acc: 0.098
EPOCH:: 9, (13m 31s) train_cost: 2.306, test_cost: 2.306, train_acc: 0.105, test_acc: 0.098
EPOCH:: 10, (15m 1s) train_cost: 2.306, test_cost: 2.306, train_acc: 0.106, test_acc: 0.105
EPOCH:: 11, (16m 35s) train_cost: 2.306, test_cost: 2.312, train_acc: 0.107, test_acc: 0.097
EPOCH:: 12, (18m 10s) train_cost: 2.308, test_cost: 2.307, train_acc: 0.103, test_acc: 0.110
EPOCH:: 13, (19m 46s) train_cost: 2.308, test_cost: 2.307, train_acc: 0.104, test_acc: 0.098
EPOCH:: 14, (21m 21s) train_cost: 2.307, test_cost: 2.307, train_acc: 0.105, test_acc: 0.110
EPOCH:: 15, (22m 57s) train_cost: 2.307, test_cost: 2.309, train_acc: 0.105, test_acc: 0.105
EPOCH:: 16, (24m 27s) train_cost: 2.305, test_cost: 2.308, train_acc: 0.105, test_acc: 0.097
EPOCH:: 17, (25m 57s) train_cost: 2.306, test_cost: 2.305, train_acc: 0.107, test_acc: 0.105
EPOCH:: 18, (27m 27s) train_cost: 2.306, test_cost: 2.306, train_acc: 0.107, test_acc: 0.103
EPOCH:: 19, (28m 57s) train_cost: 2.306, test_cost: 2.310, train_acc: 0.108, test_acc: 0.103
EPOCH:: 20, (30m 26s) train_cost: 2.307, test_cost: 2.308, train_acc: 0.104, test_acc: 0.103
